id,region,country,subnat_region
2929,"Tudela-Cabol-anonan,Misamis Occidental",Philippines,Misamis Occidental
2933,Tlalnepantla,Mexico,State of Mexico
2935,Cusco,Peru,Cusco
2940,Carapegua,Paraguay,Carapegua
2945,Rosso béthio,Senegal,Rosso béthio
2951,Sahiwal,Pakistan,Punjab
2953,"Tudela-Tigdok, Tudela , Misamis Occidental",Philippines,Misamis Occidental
2955,"San Miguel, Bohol",Philippines,Bohol
2956,Karajalari,Georgia,Karajalari
2959,"Mabangug, Cabagan, Isabela",Philippines,Isabela
2967,Novaya Kahovka,Ukraine,Ukraine
2977,"Sapang Dalaga, Misamis Occidental",Philippines,Misamis Occidental
2986,"Plaridel - Plaridel, Misamis Occidental",Philippines,Misamis Occidental
2987,Curuguaty,Paraguay,Curuguaty
2988,"Sinippil,Reina Mercedes,Isabela",Philippines,Isabela
2993,Dipolog City,Philippines,Zamboanga del Norte
2998,"Baleleng, Sto.Thomas, Isabela",Philippines,Isabela
3000,"Cortes, Bohol",Philippines,Bohol
3002,"Mwandoni, Mombasa",Kenya,Mombasa
3006,Ecatepec,Mexico,Méx.
3020,Kara-Chiy village,Kyrgyzstan,Kara-Chiy village
3032,"Lopez Jaena, Misamis Occidental",Philippines,Misamis Occidental
3033,,Lebanon,
3034,Santa Cruz,Bolivia,Santa Cruz
3038,"Mabangug,Cabagan,Isabela",Philippines,Isabela
3046,"Aravan village, Osh region",Kyrgyzstan,"Aravan village, Osh region"
3049,Pershotravensk,Ukraine,Ukraine
3051,Didi Chkoni,Georgia,Didi Chkoni
3069,Mpigi,Uganda,Mpigi
3073,"Poblacion, Lopez Jaena",Philippines,Misamis Occidental
3080,Boaco,Nicaragua,Boaco
3088,Akaurta,Georgia,Akaurta
3089,"Ashotavan community, Syunik region",Armenia,"Ashotavan community, Syunik region"
3095,"Sibaroc,Jimenez,Misamis Occidental",Philippines,Misamis Occidental
3097,"Mombekovo village, Jalalabat region",Kyrgyzstan,"Mombekovo village, Jalalabat region"
3100,Hassanabdal,Pakistan,Punjab
3102,"Trinidad, Bohol",Philippines,Bohol
3105,"Loon, Bohol",Philippines,Bohol
3113,Javakhi,Georgia,Javakhi
3121,Khanewal,Pakistan,Punjab
3122,"Polanco, Zamboanga del Norte",Philippines,Zamboanga del Norte
3127,"Malibacsan,Jimenez,Misamis Occidental",Philippines,Misamis Occidental
3131,"Tudela-Silongon, Tudela, Misamis Occidental",Philippines,Misamis Occidental
3133,"District 1, San Manuel, Isabela",Philippines,Isabela
3135,J. Rasulov,Tajikistan,Dushanbe
3153,"Nooken district, Jalalabat region",Kyrgyzstan,"Nooken district, Jalalabat region"
3155,Tbilisi,Georgia,Tbilisi
3158,,Albania,
3165,"Taboo, Jimenez Mis. Occ.",Philippines,Misamis Occidental
3167,"Bien Unido, Bohol",Philippines,Bohol
3177,"Agliam, San Manuel, Isabela",Philippines,Isabela
3185,Sareki,Georgia,Sareki
3187,"Sinacaban, Misamis  Occidental",Philippines,Misamis Occidental
3197,Pavlograd,Ukraine,Ukraine
3200,"Gulbahor village, Osh region",Kyrgyzstan,"Gulbahor village, Osh region"
3201,Vitarte,Peru,Ate
3211,Batumi,Georgia,Batumi
3215,,Nicaragua,
3216,Attock,Pakistan,Punjab
3225,Kutaisi,Georgia,Kutaisi
3229,Lima Norte,Peru,Lima Norte
3230,"Ara-Kol village, Naryn region",Kyrgyzstan,"Ara-Kol village, Naryn region"
3231,Kara-Too village,Kyrgyzstan,Kara-Too village
3246,"Chon-Karabuura village, Talas region",Kyrgyzstan,"Chon-Karabuura village, Talas region"
3247,Chon-Tash village,Kyrgyzstan,Chon-Tash village
3262,Montería,Colombia,Cordoba
3263,Tarija,Bolivia,Tarija
3304,,Bolivia,
3308,Karatektir village,Kyrgyzstan,Karatektir village
3314,Ak-Tatyr village,Kyrgyzstan,Ak-Tatyr village
3321,Jan Bulak village,Kyrgyzstan,Jan Bulak village
3333,"Chongara village, Batken region",Kyrgyzstan,"Chongara village, Batken region"
3345,Ornok village,Kyrgyzstan,Ornok village
3353,"Sikatuna, Bohol",Philippines,Bohol
3356,"Battambang province, Phnom Proek district",Cambodia,"Battambang province, Phnom Proek district"
3358,"Antequera, Bohol",Philippines,Bohol
3374,Hebron,Palestine,Hebron
3402,"Takeo Province, Doun Keo district",Cambodia,"Takeo Province, Doun Keo district"
3409,Belaldy village,Kyrgyzstan,Belaldy village
3410,"Margara village, Armavir region",Armenia,"Margara village, Armavir region"
3412,"Ozamis City, Misamis Occidental",Philippines,Misamis Occidental
3420,Angelopolis,Colombia,Antioquia
3426,Bougouni,Mali,Bougouni
3427,Esteli,Nicaragua,Esteli
3429,West Point,Liberia,Monrovia
3434,"La Esperanza, Intibuca",Honduras,"La Esperanza, Intibuca"
3436,Nueva Arica - Chiclayo,Peru,Nueva Arica - Chiclayo
3437,Talaveri,Georgia,Talaveri
3438,"Ozamiz City,Misamis occidental",Philippines,Misamis Occidental
3443,Gataivai Savaii,Samoa,Gataivai Savaii
3449,Lamay - Calca - Cusco,Peru,Lamay - Calca - Cusco
3450,Tappita,Liberia,Tappita
3453,Kamoki,Pakistan,Punjab
3454,Bubanza,Burundi,Bubanza
3456,Rumonge,Burundi,Rumonge
3461,"Silang, Cavite",Philippines,Cavite
3466,Lezhe,Albania,Lezhe
3468,Pucará - Jaén - Cajamarca,Peru,Pucará - Jaén - Cajamarca
3476,Dalarik village of Armavir region,Armenia,
3481,Faala Palauli,Samoa,Faala Palauli
3487,"Qarakert village, Armavir region",Armenia,"Qarakert village, Armavir region"
3488,"Tinacla-an, Clarin Misamis Occidental",Philippines,Misamis Occidental
3489,Kampala,Uganda,Kampala
3499,"Ghukasavan village, Ararat region",Armenia,"Ghukasavan village, Ararat region"
3500,Korbouli,Georgia,Korbouli
3506,"Plaridel, Misamis Occidental",Philippines,Misamis Occidental
3508,La Ceja,Colombia,Antioquia
3510,"Ozamis City,  Misamis  Occidental",Philippines,Misamis Occidental
3511,Kampong Cham Province,Cambodia,Kampong Cham Province
3515,Sakutiek-Naivasha,Kenya,Sakutiek-Naivasha
3516,"Mozzozzin Norte, Sta. Maria, Isabela",Philippines,
3527,"Silay, Negros Occidental",Philippines,Negros Occidental
3533,"Shenavan village, Armavir region",Armenia,"Shenavan village, Armavir region"
3540,"Nueva Guinea, RAAS",Nicaragua,"Nueva Guinea, RAAS"
3542,Sabaneta,Colombia,Antioquia
3552,"Aopo, Savaii",Samoa,"Aopo, Savaii"
3554,"Bañadero, Ozamis City, Misamis Occidental",Philippines,Misamis Occidental
3556,"Caluya, Sapangdalaga Misamis Occidental",Philippines,Misamis Occidental
3559,"Gango, Ozamis City, Misamis Occidental",Philippines,Misamis Occidental
3562,Chula Vista,United States,California
3564,Zantièbougou,Mali,Zantièbougou
3566,Jalaurta,Georgia,Jalaurta
3570,TAPUELEELE,Samoa,TAPUELEELE
3577,Dzevri,Georgia,Dzevri
3584,Dangara,Tajikistan,Dangara
3588,Bandung Selatan,Indonesia,West Java
3594,Natanebi,Georgia,Ozurgeti
3598,Gotera,El Salvador,Gotera
3618,"Gay village, Armavir region",Armenia,"Gay village, Armavir region"
3626,Gardnersville,Liberia,Gardnersville
3631,Tskhratskaro,Georgia,Tskhratskaro
3634,"Paso Canoas, Puntarenas",Costa Rica,Corredores
3637,"Pshatavan village, Armavir region",Armenia,
3646,Qubadiyon,Tajikistan,Qubadiyon
3647,"Tafua Tai, Savaii Island",Samoa,"Tafua Tai, Savaii Island"
3649,Kldeeti,Georgia,Kldeeti
3660,Tuasivi,Samoa,Tuasivi
3664,Sachkhere,Georgia,Sachkhere
3665,Entebbe,Uganda,Entebbe
3667,"Kampong Thom Province, Kampong Svay District",Cambodia,"Kampong Thom Province, Kampong Svay District"
3672,Oyotún - Chiclayo,Peru,Oyotún - Chiclayo
3677,"Calamba, Misamis Occdental",Philippines,Misamis Occidental
3686,Masaka,Uganda,Masaka
3689,Miasnikyan village of Armavir region,Armenia,
3704,"Taperakan village, Ararat region",Armenia,"Taperakan village, Ararat region"
3711,"Ozamis  City, Misamis  Occidental",Philippines,Misamis Occidental
3715,Litein,Kenya,Litein
3726,Sasina,Samoa,Sasina
3736,Buenos Aires - Morropon - Piura,Peru,Buenos Aires - Morropon - Piura
3747,"Ozamis  City,  Misamis Occidental",Philippines,Misamis Occidental
3752,Satupaitea Vaega Savaii,Samoa,Satupaitea Vaega Savaii
3758,Safotu Savaii,Samoa,Safotu Savaii
3804,"Mozzozzin Norte, Sta Maria, Isabela",Philippines,
3807,"Lernamerdz village, Armavir region",Armenia,"Lernamerdz village, Armavir region"
3809,Reineh,Israel,Reineh
3815,,Israel,
3819,"Khanyounis, Gaza Strip",Palestine,"Khanyounis, Gaza Strip"
3820,Saleaula Savaii,Samoa,Saleaula Savaii
3821,Berbuki,Georgia,Berbuki
3825,"Patamea, Savaii",Samoa,"Patamea, Savaii"
3827,Ciudad del Este,Paraguay,Ciudad del Este
3832,Fogasavaii Savaii,Samoa,Fogasavaii Savaii
3840,Airport,Liberia,Liberia
3853,"Sinonoc,Sinacaban,Misamis Occidental",Philippines,Misamis Occidental
3861,Gaza City- Gaza Strip,Palestine,Gaza City- Gaza Strip
3864,Ibb,Yemen,Ibb
3866,Tavshut village,Armenia,Tavshut village
3871,,Rwanda,
3873,Telica,Nicaragua,Telica
3879,Buchanan,Liberia,Buchanan
3909,Tskalporeti,Georgia,Tskalporeti
3912,"Plaridel-Calaca-an, Plaridel, Misamis Occidental",Philippines,Misamis Occidental
3914,"Salelavalu Uta, Savaii Island",Samoa,"Salelavalu Uta, Savaii Island"
3918,"Darakert village, Ararat region",Armenia,"Darakert village, Ararat region"
3922,"Sili, Savaii Island",Samoa,"Sili, Savaii Island"
3925,Vaisla Savaii,Samoa,Vaisla Savaii
3926,Asunción,Paraguay,Asunción
3930,"Papa Sataua, Savaii",Samoa,"Papa Sataua, Savaii"
3931,Ayala,Mexico,Morelos
3932,"Gandzaqar village, Tavush region",Armenia,"Gandzaqar village, Tavush region"
3935,"Dier Al-Balah, Gaza Strip",Palestine,"Dier Al-Balah, Gaza Strip"
3936,Siufaga Savaii,Samoa,N Coast Rd
3941,Santaní,Paraguay,Santaní
3946,"Kampong Cham province, Ou Reang Ov district",Cambodia,"Kampong Cham province, Ou Reang Ov district"
3947,Plaridel-Danao,Philippines,Misamis Occidental
3949,Velikaya Znamenka,Ukraine,Velikaya Znamenka
3950,Drogobych,Ukraine,Lviv Oblast
3962,,Azerbaijan,
3971,Motbung,India,Manipur
3976,"Sto. Niño, Tukuran, Zamboanga del Sur",Philippines,Zamboanga del Sur
3980,Mariano R. Alonso,Paraguay,Mariano Roque Alonso
3995,Ejmiatsin,Armenia,Ejmiatsin
3997,Santa Rosa de Copan,Honduras,Santa Rosa de Copan
4016,Ntungamo,Uganda,Ntungamo
4018,Shorapani,Georgia,Shorapani
4019,Cibitoke,Burundi,Cibitoke
4026,Plaridel-Clarin,Philippines,Misamis Occidental
4028,"Qalqilia, West Bank",Palestine,"Qalqilia, West Bank"
4034,Lota,Chile,Bío Bío Region
4047,"Phnom Penh, Steung Meanchey district",Cambodia,"Phnom Penh, Steung Meanchey district"
4054,Maua,Kenya,Maua
4072,Tursun-zoda,Tajikistan,Tursun-zoda
4074,"Ajarkut village, Tavushi region",Armenia,"Ajarkut village, Tavushi region"
4079,PILAR,Paraguay,PILAR
4081,Envigado,Colombia,Antioquia
4095,Kitengela,Kenya,Athi River
4099,Satuiatua Savaii,Samoa,Satuiatua Savaii
4101,Chinandega Central,Nicaragua,Chinandega Central
4103,San Ignacio,Paraguay,San Ignacio
4116,"Madaniyat village, Talas region",Kyrgyzstan,"Madaniyat village, Talas region"
4125,Fagafau,Samoa,Fagafau
4130,Sinkor,Liberia,Monrovia
4140,Faleula,Samoa,Faleula
4148,Ita,Paraguay,Ita
4151,Tulkarem City,Palestine,Tulkarem City
4161,"Ramon Magsaysay, Zamboanga del Sur",Philippines,Zamboanga del Sur
4164,Saleia,Samoa,N Coast Rd
4179,"Camanga, Tukuran, Zamboanga del Sur",Philippines,Zamboanga del Sur
4180,"Takeo Province, Bati District",Cambodia,"Takeo Province, Bati District"
4197,"Militar, Tukuran, Zamboanga del Sur",Philippines,Zamboanga del Sur
4206,"Pontevedra, Negros Occidental",Philippines,Negros Occidental
4207,"Tangub - Bagumbang, Bonifacio",Philippines,Misamis Occidental
4221,"Jesus de Otoro, Intibuca",Honduras,"Jesus de Otoro, Intibuca"
4242,Verishen village,Armenia,Verishen village
4248,Khangah Sharif,Pakistan,Punjab
4255,Eldoret,Kenya,Eldoret
4257,Ixtacuixtla,Mexico,Tlaxcala
4263,"Harhorin, uvurhangai",Mongolia,"Harhorin, uvurhangai"
4272,Pasay City,Philippines,Metro Manila
4282,Kara-Archa village,Kyrgyzstan,Kara-Archa village
4283,"GMA, Cavite",Philippines,Cavite
4290,Bombo Road,Uganda,Kampala
4308,Toluca,Mexico,State of Mexico
4311,Jhawarian,Pakistan,Punjab
4313,"Tela, Atlantida",Honduras,"Tela, Atlantida"
4319,Bahawalpur,Pakistan,Punjab
4322,Cholula,Mexico,Puebla
4324,Cayaltí - Chiclayo,Peru,Cayaltí - Chiclayo
4330,"Gustavo A. Madero, Mexico",Mexico,CDMX
4338,Santo Domingo de la Capilla - Cutervo - Cajamarca,Peru,Cutervo
4352,"Kanysh-Kyya village, Jalalabat region",Kyrgyzstan,"Kanysh-Kyya village, Jalalabat region"
4354,San Lorenzo,Paraguay,San Lorenzo
4360,Rahim Yar Khan,Pakistan,Punjab
4365,"Tolgoit, Ulaanbaatar",Mongolia,Ulaanbaatar
4370,Cañaris - Ferreñafe - Lambayeque,Peru,Cañaris - Ferreñafe - Lambayeque
4377,Amagá,Colombia,Antioquia
4380,"Phnom Penh, Srey Santhor District",Cambodia,"Phnom Penh, Srey Santhor District"
4384,"Chandikhole, Odisha",India,Odisha
4409,"Intramuros, Manila City",Philippines,Metro Manila
4415,Mukhaestate,Georgia,Mukhaestate
4419,"Rizal, Delfin Albano, Isabela",Philippines,Isabela
4467,Tulamba,Pakistan,Punjab
4500,Uvs,Mongolia,Uvs
4507,"Centro 1, San Guillermo, Isabela",Philippines,Isabela
4517,"San Jose Norte II, Mallig, Isabela",Philippines,Isabela
4520,Caacupe,Paraguay,Caacupe
4539,"San Pedro, San Pablo, aurora, Isabela",Philippines,Isabela
4544,Ozamiz - Ozamis City Misamis Occidental,Philippines,Misamis Occidental
4545,"Plaridel - Balanlinao, Misamis Occidental",Philippines,
4548,Ozamiz - Ozamiz City,Philippines,Misamis Occidental
4561,Akhaltsikhe,Georgia,Akhaltsikhe
4562,"Antonino,Alicia,Isabela",Philippines,Isabela
4566,Chechawatni,Pakistan,Punjab
4582,"Villanueva, Cortes",Honduras,"Villanueva, Cortes"
4592,Calamba-Tamban Punta Miray Baliangao Misamis Occid,Philippines,Calamba-Tamban Punta Miray Baliangao Misamis Occid
4621,Hovd,Mongolia,Hovd
4628,Cartago,Costa Rica,Cartago Province
4655,Mian Chanoon,Pakistan,Punjab
4682,"Ak-Kolot village, Osh region",Kyrgyzstan,"Ak-Kolot village, Osh region"
4688,"P-4 Gango, Ozamiz City",Philippines,"P-4 Gango, Ozamiz City"
4701,Zavhan,Mongolia,Zavhan
4707,Calamba-Northern Pob. BAliangao Mis Occ,Philippines,Misamis Occidental
4717,"Bukavu, Sud Kivu Provice",The Democratic Republic of the Congo,"Bukavu, Sud Kivu Provice"
4718,Fana ,Mali,Fana 
4719,Kandeh town Bo,Sierra Leone,Bo
4721,,Ecuador,
4727,Mwingi,Kenya,Mwingi
4728,Svay Rieng,Cambodia,Svay Rieng
4729,comayagua,Honduras,comayagua
4730,"Kampong Thom, Prasat Sambo district",Cambodia,"Kampong Thom, Prasat Sambo district"
4738,Sisian,Armenia,Sisian
4747,Uvurhangai,Mongolia,Uvurhangai
4750,Malie,Samoa,Malie
4751,"El Progreso, Pejibaye",Costa Rica,"El Progreso, Pejibaye"
4756,Jajur village,Armenia,
4760,"Naga, Jiminez Mis. Occ.",Philippines,Misamis Occidental
4769,"Saramej village, Lori region",Armenia,"Saramej village, Lori region"
4770,"Bago, Negros Occidental",Philippines,Negros Occidental
4772,"Haykadzor village, Shirak region",Armenia,"Haykadzor village, Shirak region"
4774,"Liloy-Poblacion, Titay, Zamboanga Sibugay",Philippines,Liloy - Siocon Rd
4775,"Nueva Era, San Manuel, Isabela",Philippines,Isabela
4780,Thanh Hoa City,Vietnam,Thanh Hoa
4787,San Pedro de Macorís,Dominican Republic,
4789,"Tambulig, Zamboanga del Sur",Philippines,Zamboanga del Sur
4796,Arkhangai,Mongolia,Arkhangai
4800,Entebbe - Lunyo,Uganda,Entebbe
4806,"Tudela-Canibungan Proper,Misamis Occidental",Philippines,Misamis Occidental
4810,Fakola,Mali,Fakola
4816,Entebbe - Lugongya,Uganda,Entebbe - Lugongya
4819,"San Roque, Burgos, Isabela",Philippines,Isabela
4821,Safaatoa Tai,Samoa,Safaatoa Tai
4826,"Batasan, Quezon City",Philippines,Metro Manila
4827,"Tana, Amulung, Cagayan",Philippines,Cagayan
4834,"Salelavalu Tai, Savaii",Samoa,"Salelavalu Tai, Savaii"
4835,"Bethlehem, West Bank",Palestine,"Bethlehem, West Bank"
4836,Msambweni,Kenya,Msambweni
4852,"Aldea Vista Hermosa, San Pedro Sacatepequez",Guatemala,Guatemala City
4853,Lalotoa Leauvaa,Samoa,Lalotoa Leauvaa
4856,Puyo,Ecuador,Puyo
4878,Ciudad Barrios,El Salvador,Ciudad Barrios
4886,Ciudad El Triunfo,El Salvador,Ciudad El Triunfo
4890,Letogo,Samoa,Letogo
4896,Aleisa,Samoa,Aleisa
4899,"Canubay, Oroquieta City",Philippines,Misamis Occidental
4909,Varzob,Tajikistan,Varzob
4916,Hovtashen village,Armenia,Hovtashen village
4919,Faleasiu,Samoa,Faleasiu
4920,"Nuesa, Roxas, Isabela",Philippines,Isabela
4923,SIGNOGHIN,Burkina Faso,SIGNOGHIN
4925,Bulgan,Mongolia,Bulgan
4932,"Bangko, Panaon Mis. Occ",Philippines,Misamis Occidental
4942,Luque,Paraguay,Luque
4946,Bougoula,Mali,Bougoula
4948,Savaia Lefaga,Samoa,Savaia Lefaga
4952,Mbarara,Uganda,Mbarara
4953,Bayan-Ulgii,Mongolia,Bayan-Ulgii
4958,Selenge,Mongolia,Selenge
4972,Gumbra,Georgia,Gumbra
4973,Arusha,Tanzania,Arusha
4977,"Choloma, Cortes.",Honduras,"Choloma, Cortes."
4979,Dilijan,Armenia,Dilijan
4980,"San Mateo Milpas Altas,Antigua Guatemala",Guatemala,"San Mateo Milpas Altas,Antigua Guatemala"
4985,Caloocan City,Philippines,Metro Manila
4987,Kasowal,Pakistan,Punjab
4992,Burewala,Pakistan,Punjab
4995,"Magburaka, Tonkolili",Sierra Leone,"Magburaka, Tonkolili"
4996,"Calpules, Cortes",Honduras,San Pedro Sula
5002,Arifwala,Pakistan,Punjab
5012,Njabini,Kenya,Njabini
5014,Papaigalagala,Samoa,Papaigalagala
5017,zamboanga del sur,Philippines,zamboanga del sur
5018,"Katnaghbyur village, Aragatsotn region",Armenia,
5019,Farako,Mali,Farako
5026,"San Martin Jilotepeque, Chimaltenango",Guatemala,"San Martin Jilotepeque, Chimaltenango"
5030,"Maloro, Tangub City",Philippines,Misamis Occidental
5040,"Brgy. Ineangan, Dupax del Norte, Nueva Vizcaya",Philippines,Nueva Vizcaya
5043,Murang'a,Kenya,Murang'a
5046,"Jermuk town, Vayots Dzor region",Armenia,"Jermuk town, Vayots Dzor region"
5063,"Brgy. Inaban, Dupax del Norte,Nueva Vizcaya",Philippines,Nueva Vizcaya
5084,huvsgul,Mongolia,huvsgul
5120,Urekhi,Georgia,Batumi
5130,Kavumu-Territoire de Kabre-Sud Kivu Province,The Democratic Republic of the Congo,Kavumu-Territoire de Kabre-Sud Kivu Province
5135,Mulivai Safata,Samoa,Apia
5154,"Jimenez-Rizal, Jimenez, Misamis Occidental",Philippines,Misamis Occidental
5159,,Mongolia,
5165,Mukhrani,Georgia,Mukhrani
5167,Kurtan village,Armenia,Kurtan village
5176,Kvareli,Georgia,Kvareli
5194,"Gogaran village, Lori region",Armenia,"Gogaran village, Lori region"
5196,Nabulaagara - Kasubi,Uganda,Nabulaagara - Kasubi
5200,San Juan Sacatepèquez,Guatemala,San Juan Sacatepèquez
5209,Bugeuli,Georgia,Bugeuli
5228,Lala Musa,Pakistan,Punjab
5232,Malishka village,Armenia,Malishka village
5234,Sinamoga,Samoa,Apia
5237,"Sayat Nova village, Ararat region",Armenia,"Sayat Nova village, Ararat region"
5245,"Tsaghkaber village, Lori region",Armenia,"Tsaghkaber village, Lori region"
5251,"Margahovit village, Lori region",Armenia,"Margahovit village, Lori region"
5253,Lopez Jaena Misamis Occidental,Philippines,Misamis Occidental
5261,Rafah- Gaza Strip,Palestine,Rafah- Gaza Strip
5264,Eghegnadzor town,Armenia,Eghegnadzor town
5272,Luatuanuu,Samoa,Luatuanuu
5281,"Jimenez-Palilan, Jimenez, Misamis Occidental",Philippines,Misamis Occidental
5288,Matautu,Samoa,Apia
5290,"Bazmaberd village, Aragatsotn region",Armenia,"Bazmaberd village, Aragatsotn region"
5293,"Brgy. Munguia,Dupax del Norte, Nueva Vizcaya",Philippines,Nueva Vizcaya
5295,Laulii,Samoa,Laulii
5298,San,Mali,San
5306,Dieou Peulh,Mali,Dieou Peulh
5312,Hoima,Uganda,Hoima
5328,,Haiti,
5331,Nyandarua South,Kenya,Nyandarua South
5332,Safai Savaii,Samoa,Safai Savaii
5340,Kandeh town,Sierra Leone,Kandeh town
5341,"Saranay,Cabatuan,Isabela",Philippines,Isabela
5342,Kajjansi - Off Entebbe Road,Uganda,Kajjansi
5343,"Bayanhoshuu, Ulaanbaatar",Mongolia,"Bayanhoshuu, Ulaanbaatar"
5346,"Paddaya Weste, Buguey, Cagayan",Philippines,Cagayan
5347,Toamua,Samoa,Toamua
5350,Lepea,Samoa,Vaitele
5354,Solola,Guatemala,Solola
5357,Bukistsikhe,Georgia,Bukistsikhe
5364,Lotosoa Leauvaa,Samoa,Le'auva'a
5375,"Torkpoi town, BO",Sierra Leone,"Torkpoi town, BO"
5385,Tufuiopa,Samoa,Apia
5387,Magiagi,Samoa,Apia
5391,Naruja,Georgia,Naruja
5392,Vailuutai,Samoa,Vailuutai
5393,Malae Faga Savaii,Samoa,Malae Faga Savaii
5394,Vahdat,Tajikistan,Vahdat
5397,"Malalinta, san Manuel, Isabela",Philippines,Isabela
5403,"Kandal Province, Kien Svay district",Cambodia,"Kandal Province, Kien Svay district"
5404,Alafua,Samoa,Apia
5408,"El Progreso, Yoro",Honduras,"El Progreso, Yoro"
5411,"Poblacion, Bonifacio, Misamis Occidental",Philippines,Misamis Occidental
5415,Nindiri,Nicaragua,Nindiri
5417,"Vaipua,Savaii",Samoa,"Vaipua,Savaii"
5426,Elise Fou,Samoa,Vaitele
5433,Siusega,Samoa,Siusega
5436,Limuru,Kenya,Limuru
5439,Vaoala,Samoa,Apia
5444,Saipipi Savaii,Samoa,Saipipi Savaii
5446,Ravi Rayon,Pakistan,Punjab
5461,Moriba town Bo,Sierra Leone,Moriba town Bo
5471,Torkpoi town Bo,Sierra Leone,Torkpoi town Bo
5472,Lotopa,Samoa,Apia
5475,"Santa Marta,San Vito,Coto Bruss",Costa Rica,"Santa Marta,San Vito,Coto Bruss"
5477,Shahumyan village,Armenia,
5491,Dieou Marka,Mali,Dieou Marka
5494,"Garang, Tangub City",Philippines,Misamis Occidental
5507,Leusoalii,Samoa,Manu'a
5538,Pimpingos - Cutervo - Cajamarca,Peru,Pimpingos - Cutervo - Cajamarca
5551,"Zuun ail, Ulaanbaatar",Mongolia,Ulaanbaatar
5557,"Administracion, San Vito, Coto Brus",Costa Rica,"Administracion, San Vito, Coto Brus"
5558,"Nueva Era,Cabatuan, Isabela",Philippines,Isabela
5569,Lano,Samoa,Lano
5570,Ongata-Rongai,Kenya,Ongata-Rongai
5572,"Sarakap village, Shirak region",Armenia,"Sarakap village, Shirak region"
5576,"Garnahovit village, Aragatsotn region",Armenia,"Garnahovit village, Aragatsotn region"
5580,San Juan de Lurigancho - Lima,Peru,San Juan de Lurigancho - Lima
5584,Rahwali,Pakistan,Punjab
5591,Vaimoso,Samoa,Apia
5615,"10 horoolol, Ulaanbaatar",Mongolia,Ulaanbaatar
5620,"Bello Oriente, Agua Buena, Coto Brus",Costa Rica,"Bello Oriente, Agua Buena, Coto Brus"
5634,"Asaga, Savaii",Samoa,"Asaga, Savaii"
5638,Acomayo - Acomayo - Cusco,Peru,Acomayo - Acomayo - Cusco
5649,Palisi,Samoa,Palisi
5652,Accha Baja- Calca,Peru,Accha Baja- Calca
5656,Fagasa,Samoa,Eastern District
5667,Nyandarua,Kenya,Nyandarua
5671,SATITOA ALEIPATA,Samoa,SATITOA ALEIPATA
5678,"Vardavank village, Kapan region",Armenia,"Vardavank village, Kapan region"
5685,"Villa Concepcion Cauayan City, Isabela",Philippines,Isabela
5687,Vaigaga,Samoa,Vaitele
5691,,Cambodia,
5702,Samata,Samoa,Samata
5709,Masis,Armenia,Masis
5712,Bhalwal,Pakistan,Punjab
5730,San Salvador - Calca - Cusco,Peru,San Salvador - Calca - Cusco
5731,Satufia Savaii,Samoa,Satufia Savaii
5734,"Jrahovit villge, Ararat region",Armenia,"Jrahovit villge, Ararat region"
